Delta Mass	USI	Cosine	Matching Peaks	Status
0.0	mzspec:MSV000087948:CMI_YB4_05ul:scan:1523	0.96	9	NoID
0.0	mzspec:MSV000084314:MSV000087948:scan:1785	0.93	8	NoID
0.0	mzspec:MSV000087948:CMI_YB7_05ul:scan:1509	0.87	8	NoID
0.0	mzspec:MSV000081351:38698:scan:2018	0.84	8	NoID
0.0	mzspec:MSV000079598:28417:scan:2891	0.82	8	NoID
0.0	mzspec:MSV000079598:30013:scan:2868	0.79	8	NoID
0.0	mzspec:MSV000079598:28881_1_2:scan:2867	0.79	8	NoID
0.0	mzspec:MSV000079598:30181:scan:2867	0.78	8	NoID
0.0	mzspec:MSV000079598:30358:scan:2858	0.77	8	NoID
0.0	mzspec:MSV000080469:10317.000030230:scan:2867	0.77	8	NoID
0.0	mzspec:MSV000079598:30230:scan:2867	0.77	8	NoID
0.0	mzspec:MSV000080469:10317.000030263:scan:2900	0.77	8	NoID
0.0	mzspec:MSV000079598:22030_1_2:scan:2878	0.77	7	NoID
0.0	mzspec:MSV000080469:10317.000029997:scan:2901	0.76	8	NoID
0.0	mzspec:MSV000079598:31801_1_2:scan:2858	0.76	7	NoID
0.0	mzspec:MSV000079598:29997:scan:2901	0.75	8	NoID
0.0	mzspec:MSV000079598:30441:scan:2911	0.75	7	NoID
0.0	mzspec:MSV000079598:31300_1_2:scan:2878	0.73	7	NoID
0.0	mzspec:MSV000079598:30359:scan:2865	0.72	7	NoID
0.0	mzspec:MSV000079598:30440:scan:2866	0.7	7	NoID
0.0	mzspec:MSV000080469:10317.000030313:scan:2892	0.7	7	NoID
0.04	mzspec:MSV000079598:30220:scan:2846	0.7	7	NoID
0.0	mzspec:MSV000079598:30054:scan:2858	0.7	6	NoID
